onset	duration	lh_orientation	rh_orientation
0.1272	3.000	45	45
8.1575	3.000	none	45
16.1881	3.000	135	135
24.1525	3.000	0	90
32.1662	3.000	none	90
40.1301	3.000	45	45
48.1942	3.000	135	135
56.1921	3.000	135	none
64.2053	3.000	135	135
72.1528	3.000	45	0
80.1835	3.000	none	0
88.1641	3.000	0	45
96.1613	3.000	135	90
104.1926	3.000	135	none
112.1395	3.000	90	90
120.1535	3.000	90	0
128.1339	3.000	45	135
136.1646	3.000	45	none
144.1788	3.000	90	0
152.1257	3.000	90	45
160.1731	3.000	none	45
168.1871	3.000	0	135
176.1513	3.000	135	90
184.1986	3.000	135	none
192.1792	3.000	90	0
200.1932	3.000	0	0
208.1904	3.000	none	0
216.1544	3.000	0	45
224.1349	3.000	45	90
232.1656	3.000	45	none
