onset	duration	lh_orientation	rh_orientation
0.1380	3.000	90	45
8.1520	3.000	none	45
16.1495	3.000	0	45
24.1300	3.000	45	45
32.1606	3.000	45	none
40.1913	3.000	135	135
48.2051	3.000	0	0
56.1859	3.000	none	0
64.1498	3.000	45	135
72.1640	3.000	135	90
80.1776	3.000	none	90
88.1585	3.000	45	0
96.1557	3.000	0	90
104.1530	3.000	90	0
112.2002	3.000	none	0
120.1810	3.000	90	135
128.1948	3.000	135	0
136.2088	3.000	none	0
144.1565	3.000	0	45
152.1201	3.000	45	90
160.1675	3.000	none	90
168.1481	3.000	90	90
176.1621	3.000	45	0
184.2091	3.000	none	0
192.1739	3.000	0	90
200.1208	3.000	90	45
208.1683	3.000	90	none
216.2153	3.000	135	135
224.1960	3.000	135	135
232.1933	3.000	none	135
