onset	duration	lh_orientation	rh_orientation
0.1312	3.000	45	90
8.1785	3.000	none	90
16.1923	3.000	135	135
24.2069	3.000	0	0
32.2036	3.000	0	none
40.2018	3.000	0	0
48.1651	3.000	90	135
56.1956	3.000	none	135
64.1431	3.000	90	45
72.1902	3.000	0	0
80.1881	3.000	0	none
88.1679	3.000	0	90
96.1824	3.000	90	135
104.1961	3.000	none	135
112.1935	3.000	135	135
120.1239	3.000	45	90
128.1713	3.000	none	90
136.1522	3.000	135	45
144.1659	3.000	90	135
152.1801	3.000	90	none
160.1602	3.000	0	45
168.1411	3.000	45	90
176.1551	3.000	45	none
184.1358	3.000	45	45
192.1497	3.000	135	45
200.1805	3.000	none	45
208.1779	3.000	90	0
216.1584	3.000	45	0
224.1558	3.000	45	none
232.1697	3.000	135	90
