onset	duration	lh_orientation	rh_orientation
0.1739	3.000	0	90
8.1713	3.000	none	90
16.1687	3.000	45	135
24.1995	3.000	0	0
32.2132	3.000	0	none
40.2105	3.000	135	0
48.1746	3.000	45	0
56.1718	3.000	45	none
64.1691	3.000	45	135
72.1664	3.000	0	90
80.2137	3.000	0	none
88.1944	3.000	135	45
96.1751	3.000	0	45
104.1724	3.000	none	45
112.1696	3.000	45	135
120.1670	3.000	90	0
128.2141	3.000	none	0
136.1452	3.000	90	90
144.1590	3.000	135	90
152.1729	3.000	none	90
160.1539	3.000	135	45
168.1509	3.000	90	0
176.1979	3.000	none	0
184.1953	3.000	0	135
192.1264	3.000	45	45
200.1566	3.000	45	none
208.1373	3.000	90	45
216.1852	3.000	135	135
224.1488	3.000	90	90
232.1794	3.000	90	none
