onset	duration	lh_orientation	rh_orientation
0.1766	3.000	0	45
8.2901	3.000	none	45
16.1712	3.000	90	90
24.1517	3.000	45	90
32.3154	3.000	none	90
40.2959	3.000	0	90
48.1937	3.000	90	0
56.2741	3.000	90	none
64.1883	3.000	90	135
72.1864	3.000	135	135
80.3159	3.000	none	135
88.1809	3.000	45	0
96.1778	3.000	0	90
104.3249	3.000	0	none
112.1390	3.000	45	45
120.1703	3.000	135	45
128.3164	3.000	135	none
136.2318	3.000	0	135
144.1782	3.000	90	0
152.3253	3.000	none	0
160.1560	3.000	45	135
168.1873	3.000	135	0
176.3013	3.000	135	none
184.1647	3.000	90	90
192.1627	3.000	45	135
200.1600	3.000	0	45
208.3069	3.000	0	none
216.1702	3.000	135	45
224.2020	3.000	135	0
232.3156	3.000	none	0
