onset	duration	lh_orientation	rh_orientation
0.1789	3.000	0	0
8.3266	3.000	none	0
16.1403	3.000	45	90
24.1877	3.000	0	90
32.3012	3.000	0	none
40.2655	3.000	135	135
48.2292	3.000	135	135
56.1602	3.000	90	45
64.2905	3.000	none	45
72.2046	3.000	45	0
80.1857	3.000	135	90
88.3157	3.000	none	90
96.1800	3.000	45	90
104.1941	3.000	90	135
112.3408	3.000	none	135
120.2050	3.000	0	45
128.1360	3.000	45	45
136.2829	3.000	none	45
144.2303	3.000	135	0
152.1781	3.000	45	0
160.3415	3.000	none	0
168.2061	3.000	135	90
176.2033	3.000	0	135
184.3006	3.000	0	none
192.1644	3.000	90	45
200.1450	3.000	90	45
208.3087	3.000	none	45
216.2234	3.000	0	135
224.1872	3.000	90	0
232.3173	3.000	none	0
