onset	duration	lh_orientation	rh_orientation
0.1544	3.000	135	45
8.3193	3.000	135	none
16.2331	3.000	135	0
24.1635	3.000	45	135
32.2613	3.000	45	none
40.1434	3.000	45	45
48.1723	3.000	135	90
56.3022	3.000	135	none
64.2163	3.000	0	0
72.1805	3.000	90	0
80.3120	3.000	none	0
88.1921	3.000	0	45
96.1558	3.000	90	90
104.2870	3.000	90	none
112.1670	3.000	0	45
120.1974	3.000	135	135
128.3123	3.000	135	none
136.1760	3.000	90	0
144.1235	3.000	45	45
152.2874	3.000	none	45
160.1674	3.000	45	135
168.2149	3.000	0	135
176.3116	3.000	none	135
184.1757	3.000	45	90
192.1406	3.000	90	90
200.2878	3.000	90	none
208.1678	3.000	135	90
216.1823	3.000	90	135
224.2953	3.000	none	135
232.2763	3.000	0	0
