onset	duration	lh_orientation	rh_orientation
0.1344	3.000	45	90
8.2831	3.000	45	none
16.2123	3.000	90	0
24.1764	3.000	45	0
32.2733	3.000	45	none
40.1877	3.000	90	135
48.2017	3.000	135	135
56.3153	3.000	135	none
64.1965	3.000	135	45
72.1769	3.000	135	90
80.3073	3.000	none	90
88.2215	3.000	90	45
96.2356	3.000	135	90
104.3492	3.000	135	none
112.1969	3.000	135	90
120.1775	3.000	0	45
128.3422	3.000	none	45
136.2054	3.000	0	90
144.1361	3.000	45	45
152.2830	3.000	none	45
160.2308	3.000	0	0
168.2780	3.000	0	135
176.3257	3.000	none	135
184.1566	3.000	90	45
192.2200	3.000	0	0
200.3171	3.000	0	none
208.2646	3.000	90	0
216.1784	3.000	45	135
224.3280	3.000	none	135
232.1896	3.000	45	135
