onset	duration	lh_orientation	rh_orientation
0.2030	3.000	135	135
8.3332	3.000	none	135
16.2142	3.000	0	45
24.2448	3.000	90	0
32.3252	3.000	none	0
40.2059	3.000	45	0
48.2035	3.000	0	90
56.3338	3.000	none	90
64.1981	3.000	45	135
72.1953	3.000	135	90
80.3275	3.000	135	none
88.2233	3.000	0	45
96.1873	3.000	45	135
104.3181	3.000	none	135
112.1987	3.000	135	90
120.1960	3.000	90	135
128.3262	3.000	none	135
136.1904	3.000	45	135
144.1879	3.000	0	90
152.3186	3.000	0	none
160.1828	3.000	90	90
168.2132	3.000	135	0
176.3435	3.000	none	0
184.2411	3.000	135	0
192.1552	3.000	90	45
200.2856	3.000	90	none
208.1831	3.000	90	45
216.2306	3.000	0	0
224.1445	3.000	45	45
232.3413	3.000	none	45
