onset	duration	lh_orientation	rh_orientation
0.1320	3.000	45	90
8.2962	3.000	none	90
16.1925	3.000	90	0
24.1400	3.000	90	90
32.2868	3.000	none	90
40.1678	3.000	0	45
48.1657	3.000	0	90
56.2954	3.000	none	90
64.1441	3.000	45	90
72.1744	3.000	90	135
80.2717	3.000	90	none
88.1690	3.000	45	0
96.1829	3.000	135	135
104.3126	3.000	135	none
112.2109	3.000	0	135
120.1248	3.000	45	45
128.2546	3.000	45	none
136.1688	3.000	135	45
144.1838	3.000	0	0
152.3303	3.000	0	none
160.1441	3.000	45	45
168.1589	3.000	135	90
176.3218	3.000	none	90
184.1870	3.000	90	0
192.1507	3.000	0	45
200.1978	3.000	135	0
208.3610	3.000	135	none
216.2251	3.000	135	135
224.1725	3.000	90	135
232.2697	3.000	90	none
