onset	duration	lh_orientation	rh_orientation
0.1604	3.000	45	135
8.2741	3.000	45	none
16.2049	3.000	0	135
24.1524	3.000	90	90
32.2826	3.000	none	90
40.2132	3.000	90	0
48.1777	3.000	135	45
56.3082	3.000	none	45
64.2220	3.000	0	0
72.1861	3.000	90	0
80.3831	3.000	none	0
88.2308	3.000	0	135
96.2116	3.000	135	0
104.3086	3.000	none	0
112.2061	3.000	135	0
120.1702	3.000	45	45
128.1189	3.000	90	90
136.2980	3.000	none	90
144.1620	3.000	45	90
152.1428	3.000	90	90
160.3397	3.000	90	none
168.2040	3.000	0	135
176.1179	3.000	45	45
184.3148	3.000	none	45
192.1792	3.000	135	45
200.2100	3.000	45	135
208.3235	3.000	none	135
216.1712	3.000	135	45
224.1685	3.000	0	90
232.3323	3.000	none	90
