onset	duration	lh_orientation	rh_orientation
0.1771	3.000	90	0
8.2077	3.000	none	0
16.2051	3.000	135	135
24.2023	3.000	0	135
32.1328	3.000	45	90
40.1801	3.000	none	90
48.1775	3.000	135	45
56.2082	3.000	0	0
64.2054	3.000	none	0
72.1695	3.000	45	135
80.2000	3.000	0	0
88.2140	3.000	0	none
96.1448	3.000	45	45
104.1586	3.000	90	90
112.1727	3.000	none	90
120.1699	3.000	90	0
128.1672	3.000	90	0
136.1812	3.000	90	none
144.1954	3.000	135	135
152.1593	3.000	0	90
160.2073	3.000	0	none
168.1536	3.000	135	90
176.1512	3.000	135	90
184.1987	3.000	135	none
192.1291	3.000	90	45
200.1598	3.000	45	135
208.1905	3.000	none	135
216.1380	3.000	45	45
224.1517	3.000	0	45
232.1991	3.000	0	none
