onset	duration	lh_orientation	rh_orientation
0.1897	3.000	0	0
8.2035	3.000	none	0
16.1675	3.000	90	0
24.1314	3.000	45	45
32.1787	3.000	none	45
40.1594	3.000	45	135
48.1567	3.000	45	0
56.2038	3.000	none	0
64.1846	3.000	0	135
72.1318	3.000	90	45
80.1792	3.000	90	none
88.1936	3.000	0	135
96.1571	3.000	135	90
104.1710	3.000	none	90
112.1852	3.000	135	0
120.1325	3.000	90	45
128.1632	3.000	none	45
136.1945	3.000	0	135
144.1244	3.000	45	45
152.1549	3.000	none	45
160.1524	3.000	135	90
168.1498	3.000	90	90
176.1472	3.000	90	90
184.1775	3.000	none	90
192.1417	3.000	45	90
200.1887	3.000	135	0
208.2028	3.000	none	0
216.1669	3.000	0	45
224.1978	3.000	135	135
232.1949	3.000	135	none
