onset	duration	lh_orientation	rh_orientation
0.1658	3.000	45	0
8.1965	3.000	45	none
16.1772	3.000	135	45
24.1745	3.000	0	90
32.1885	3.000	none	90
40.1360	3.000	45	90
48.1666	3.000	0	90
56.1805	3.000	none	90
64.1778	3.000	0	45
72.1420	3.000	45	90
80.1891	3.000	45	none
88.2196	3.000	0	0
96.1670	3.000	0	45
104.2142	3.000	0	none
112.1951	3.000	90	135
120.1922	3.000	45	135
128.2228	3.000	none	135
136.1537	3.000	45	45
144.1842	3.000	135	45
152.1818	3.000	none	45
160.1954	3.000	90	135
168.1763	3.000	90	0
176.1902	3.000	90	none
184.2207	3.000	135	135
192.2183	3.000	135	0
200.2319	3.000	none	0
208.1795	3.000	90	90
216.2270	3.000	135	135
224.1908	3.000	90	0
232.2213	3.000	none	0
