onset	duration	lh_orientation	rh_orientation
0.1712	3.000	45	135
8.1517	3.000	45	none
16.1658	3.000	90	135
24.1296	3.000	45	90
32.1602	3.000	45	none
40.1744	3.000	90	0
48.1552	3.000	90	0
56.2023	3.000	none	0
64.1332	3.000	90	45
72.1637	3.000	0	90
80.1945	3.000	0	none
88.1915	3.000	135	0
96.1391	3.000	90	90
104.1694	3.000	none	90
112.1837	3.000	0	90
120.1809	3.000	135	135
128.1947	3.000	none	135
136.1922	3.000	0	135
144.1894	3.000	135	0
152.1870	3.000	135	none
160.1176	3.000	45	45
168.1984	3.000	135	135
176.1952	3.000	135	none
184.1760	3.000	0	90
192.1566	3.000	45	0
200.1705	3.000	45	none
208.1180	3.000	45	45
216.1653	3.000	0	45
224.1791	3.000	none	45
232.1599	3.000	135	45
