onset	duration	lh_orientation	rh_orientation
0.1326	3.000	45	90
8.1798	3.000	none	90
16.1438	3.000	90	45
24.1746	3.000	0	45
32.1387	3.000	45	45
40.1522	3.000	none	45
48.1998	3.000	135	135
56.2139	3.000	135	0
64.2109	3.000	none	0
72.1751	3.000	0	45
80.2068	3.000	135	0
88.2038	3.000	none	0
96.1836	3.000	135	90
104.1810	3.000	90	135
112.2118	3.000	none	135
120.2089	3.000	0	0
128.2065	3.000	135	0
136.2033	3.000	none	0
144.1678	3.000	0	45
152.1817	3.000	45	135
160.2120	3.000	none	135
168.1596	3.000	90	90
176.1568	3.000	90	90
184.1875	3.000	none	90
192.1514	3.000	90	90
200.2156	3.000	0	135
208.2126	3.000	0	none
216.1768	3.000	45	135
224.1740	3.000	45	0
232.1713	3.000	45	none
