onset	duration	lh_orientation	rh_orientation
0.2167	3.000	135	135
8.1632	3.000	none	135
16.1105	3.000	90	90
24.1246	3.000	0	45
32.1552	3.000	0	none
40.1192	3.000	45	135
48.1498	3.000	0	90
56.1305	3.000	135	90
64.1446	3.000	none	90
72.1749	3.000	0	135
80.1225	3.000	0	45
88.1696	3.000	0	none
96.1505	3.000	45	0
104.1308	3.000	0	45
112.1451	3.000	none	45
120.1424	3.000	90	135
128.1227	3.000	45	0
136.1373	3.000	45	none
144.1175	3.000	90	45
152.1146	3.000	90	45
160.1290	3.000	none	45
168.1428	3.000	45	0
176.1567	3.000	135	0
184.1708	3.000	135	none
192.1179	3.000	45	90
200.1654	3.000	90	0
208.1461	3.000	90	none
216.1768	3.000	135	135
224.1407	3.000	135	90
232.1713	3.000	135	none
