onset	duration	lh_orientation	rh_orientation
0.1621	3.000	45	0
8.1753	3.000	45	none
16.1901	3.000	0	135
24.1537	3.000	0	90
32.1344	3.000	90	45
40.1818	3.000	90	none
48.1960	3.000	0	0
56.1929	3.000	135	135
64.2066	3.000	none	135
72.1539	3.000	45	135
80.1515	3.000	45	135
88.1988	3.000	none	135
96.1961	3.000	0	0
104.1599	3.000	135	45
112.1580	3.000	none	45
120.1377	3.000	45	90
128.1687	3.000	0	90
136.1994	3.000	0	none
144.1800	3.000	90	0
152.1610	3.000	135	90
160.1745	3.000	none	90
168.1387	3.000	45	45
176.1356	3.000	90	90
184.1497	3.000	none	90
192.1637	3.000	135	45
200.1777	3.000	90	0
208.1585	3.000	90	none
216.1730	3.000	135	45
224.1530	3.000	90	135
232.2001	3.000	none	135
