onset	duration	lh_orientation	rh_orientation
0.1659	3.000	90	0
8.2463	3.000	none	0
16.1941	3.000	135	135
24.1916	3.000	0	135
32.2393	3.000	0	none
40.1693	3.000	135	90
48.1331	3.000	0	90
56.2474	3.000	0	none
64.1444	3.000	45	45
72.1591	3.000	45	0
80.2554	3.000	none	0
88.1697	3.000	135	90
96.1676	3.000	90	135
104.2479	3.000	none	135
112.1615	3.000	0	45
120.1595	3.000	45	135
128.2062	3.000	45	none
136.2204	3.000	135	0
144.1350	3.000	0	45
152.2145	3.000	none	45
160.1289	3.000	45	45
168.1599	3.000	0	45
176.2237	3.000	none	45
184.1538	3.000	90	0
192.1682	3.000	135	0
200.2485	3.000	none	0
208.1631	3.000	45	135
216.1273	3.000	90	90
224.2237	3.000	none	90
232.1549	3.000	90	90
