onset	duration	lh_orientation	rh_orientation
0.1693	3.000	90	0
8.2336	3.000	90	none
16.1637	3.000	90	0
24.1614	3.000	45	135
32.1088	3.000	45	90
40.2385	3.000	none	90
48.1862	3.000	135	0
56.1508	3.000	135	45
64.2312	3.000	135	none
72.1617	3.000	45	90
80.1756	3.000	0	0
88.2723	3.000	none	0
96.1197	3.000	90	90
104.1680	3.000	135	90
112.2313	3.000	none	90
120.1957	3.000	135	135
128.1600	3.000	45	135
136.2562	3.000	none	135
144.1540	3.000	0	45
152.1518	3.000	135	45
160.2487	3.000	135	none
168.1791	3.000	90	0
176.1599	3.000	90	135
184.2568	3.000	none	135
192.1548	3.000	0	45
200.1184	3.000	45	90
208.2154	3.000	none	90
216.1637	3.000	0	45
224.1944	3.000	0	135
232.2409	3.000	0	none
