onset	duration	lh_orientation	rh_orientation
0.1596	3.000	135	90
8.2396	3.000	none	90
16.1375	3.000	0	45
24.1520	3.000	0	45
32.2323	3.000	0	none
40.1959	3.000	135	0
48.1602	3.000	45	135
56.2569	3.000	none	135
64.1878	3.000	0	0
72.1356	3.000	90	45
80.2165	3.000	90	none
88.1133	3.000	45	45
96.1609	3.000	45	135
104.2244	3.000	45	none
112.1553	3.000	90	0
120.1529	3.000	45	0
128.2660	3.000	none	0
136.1475	3.000	135	90
144.1615	3.000	135	90
152.2246	3.000	none	90
160.1889	3.000	135	0
168.1203	3.000	45	45
176.2166	3.000	none	45
184.1141	3.000	90	90
192.1617	3.000	90	135
200.1261	3.000	90	90
208.2396	3.000	none	90
216.1871	3.000	0	135
224.1848	3.000	0	135
232.2488	3.000	0	none
