onset	duration	lh_orientation	rh_orientation
0.1350	3.000	45	45
8.2149	3.000	45	none
16.1623	3.000	90	45
24.1599	3.000	45	0
32.2234	3.000	45	none
40.1709	3.000	0	0
48.1190	3.000	90	45
56.2155	3.000	none	45
64.1631	3.000	135	45
72.1941	3.000	135	0
80.1248	3.000	45	90
88.2212	3.000	none	90
96.1523	3.000	90	135
104.1661	3.000	0	0
112.2798	3.000	none	0
120.1939	3.000	0	135
128.1584	3.000	90	0
136.2550	3.000	none	0
144.1696	3.000	0	90
152.1340	3.000	90	90
160.2313	3.000	90	none
168.1614	3.000	135	45
176.1593	3.000	135	90
184.2566	3.000	135	none
192.1700	3.000	45	135
200.1009	3.000	45	90
208.2309	3.000	none	90
216.1961	3.000	0	135
224.1929	3.000	135	135
232.2564	3.000	none	135
