onset	duration	lh_orientation	rh_orientation
0.1758	3.000	45	0
8.2556	3.000	none	0
16.1864	3.000	0	135
24.1678	3.000	0	135
32.2310	3.000	0	none
40.1620	3.000	45	90
48.1760	3.000	0	0
56.1068	3.000	90	45
64.2366	3.000	none	45
72.1513	3.000	45	0
80.1651	3.000	135	90
88.2462	3.000	135	none
96.1433	3.000	45	135
104.1742	3.000	0	135
112.2543	3.000	none	135
120.1182	3.000	90	90
128.1330	3.000	135	45
136.2470	3.000	135	none
144.1602	3.000	135	45
152.1416	3.000	90	90
160.2212	3.000	none	90
168.1688	3.000	135	45
176.1665	3.000	90	135
184.2639	3.000	none	135
192.1942	3.000	135	0
200.1917	3.000	0	0
208.2556	3.000	none	0
216.1026	3.000	45	45
224.1173	3.000	90	90
232.2305	3.000	90	none
