onset	duration	lh_orientation	rh_orientation
0.1873	3.000	135	0
8.2503	3.000	135	none
16.1310	3.000	45	45
24.1625	3.000	0	90
32.2422	3.000	none	90
40.1400	3.000	90	45
48.1541	3.000	90	135
56.2507	3.000	none	135
64.1823	3.000	0	135
72.1962	3.000	135	135
80.2432	3.000	135	none
88.1902	3.000	135	0
96.1373	3.000	135	45
104.2187	3.000	none	45
112.1489	3.000	90	0
120.1634	3.000	0	45
128.2266	3.000	none	45
136.2074	3.000	135	0
144.1555	3.000	0	90
152.2520	3.000	0	none
160.1163	3.000	90	45
168.1305	3.000	45	90
176.1446	3.000	90	135
184.2584	3.000	none	135
192.1552	3.000	0	90
200.1366	3.000	45	0
208.1996	3.000	45	none
216.1645	3.000	45	135
224.1282	3.000	45	90
232.2416	3.000	none	90
