onset	duration	lh_orientation	rh_orientation
0.1561	3.000	0	90
8.2188	3.000	none	90
16.1676	3.000	90	0
24.1313	3.000	135	45
32.2444	3.000	none	45
40.1916	3.000	135	0
48.1058	3.000	45	45
56.2031	3.000	45	none
64.2004	3.000	0	0
72.1484	3.000	135	90
80.2450	3.000	135	none
88.1766	3.000	0	135
96.1232	3.000	90	45
104.2372	3.000	90	none
112.1512	3.000	90	135
120.1321	3.000	45	135
128.2785	3.000	none	135
136.1605	3.000	135	90
144.1069	3.000	45	45
152.2378	3.000	none	45
160.1183	3.000	45	45
168.1495	3.000	0	90
176.2461	3.000	none	90
184.1773	3.000	135	135
192.1408	3.000	45	0
200.2713	3.000	none	0
208.1692	3.000	90	135
216.1498	3.000	90	0
224.2631	3.000	none	0
232.1612	3.000	0	90
