onset	duration	lh_orientation	rh_orientation
0.1486	3.000	0	45
8.2285	3.000	none	45
16.1428	3.000	90	90
24.1742	3.000	135	135
32.2373	3.000	none	135
40.1521	3.000	0	45
48.0989	3.000	45	45
56.2296	3.000	45	none
64.1267	3.000	90	90
72.1254	3.000	45	90
80.2216	3.000	45	none
88.1354	3.000	90	90
96.1501	3.000	0	45
104.2969	3.000	0	none
112.1275	3.000	90	90
120.1414	3.000	45	135
128.2716	3.000	none	135
136.1527	3.000	135	45
144.1343	3.000	45	135
152.2147	3.000	45	none
160.1783	3.000	45	0
168.1926	3.000	135	0
176.1392	3.000	90	0
184.2698	3.000	none	0
192.1840	3.000	0	135
200.1817	3.000	135	135
208.2625	3.000	none	135
216.1930	3.000	135	0
224.1908	3.000	0	0
232.2373	3.000	0	none
