onset	duration	lh_orientation	rh_orientation
0.5447	3.000	0	135
8.3078	3.000	0	none
16.1885	3.000	45	90
24.1691	3.000	135	90
32.1493	3.000	45	135
40.2300	3.000	45	none
48.1946	3.000	135	45
56.1583	3.000	0	45
64.2384	3.000	none	45
72.1371	3.000	45	90
80.1670	3.000	90	0
88.2309	3.000	90	none
96.2115	3.000	0	0
104.2095	3.000	0	0
112.2559	3.000	0	none
120.2199	3.000	135	0
128.1337	3.000	90	90
136.2312	3.000	90	none
144.1784	3.000	90	0
152.1426	3.000	45	45
160.2241	3.000	45	none
168.1380	3.000	90	45
176.1855	3.000	0	135
184.2649	3.000	none	135
192.1965	3.000	90	135
200.1931	3.000	135	135
208.2901	3.000	none	135
216.1381	3.000	45	90
224.1518	3.000	135	45
232.2154	3.000	none	45
