onset	duration	lh_orientation	rh_orientation
0.1276	3.000	90	90
8.2407	3.000	none	90
16.1551	3.000	90	135
24.1356	3.000	90	135
32.1007	3.000	45	45
40.2301	3.000	none	45
48.1618	3.000	0	45
56.1591	3.000	0	45
64.2389	3.000	0	none
72.2030	3.000	135	135
80.1343	3.000	135	45
88.2153	3.000	135	none
96.1616	3.000	90	0
104.1423	3.000	45	135
112.2559	3.000	none	135
120.1206	3.000	45	90
128.1508	3.000	135	45
136.2314	3.000	135	none
144.1795	3.000	45	0
152.1769	3.000	135	0
160.2400	3.000	135	none
168.1706	3.000	135	135
176.1519	3.000	0	90
184.2317	3.000	none	90
192.1629	3.000	0	90
200.1433	3.000	45	0
208.2574	3.000	none	0
216.1379	3.000	90	90
224.2353	3.000	0	0
232.2495	3.000	0	none
