onset	duration	lh_orientation	rh_orientation
0.2094	3.000	0	0
8.1905	3.000	0	135
16.2539	3.000	0	none
24.1848	3.000	0	90
32.1152	3.000	90	45
40.2130	3.000	90	none
48.1601	3.000	135	90
56.1912	3.000	0	0
64.2384	3.000	0	none
72.1187	3.000	90	90
80.1664	3.000	135	135
88.2628	3.000	none	135
96.1771	3.000	135	90
104.1578	3.000	90	0
112.2227	3.000	90	none
120.1524	3.000	45	0
128.1667	3.000	135	135
136.2469	3.000	135	none
144.1610	3.000	45	0
152.1253	3.000	90	90
160.2232	3.000	90	none
168.1529	3.000	45	135
176.1176	3.000	90	45
184.2313	3.000	90	none
192.1784	3.000	0	135
200.1088	3.000	45	45
208.2391	3.000	none	45
216.1367	3.000	135	45
224.1013	3.000	45	45
232.2312	3.000	none	45
