onset	duration	lh_orientation	rh_orientation
0.2544	3.000	45	0
8.3017	3.000	none	0
16.2489	3.000	90	135
24.2962	3.000	135	90
32.3436	3.000	135	none
40.2246	3.000	45	45
48.2714	3.000	135	90
56.3020	3.000	135	none
64.2492	3.000	0	45
72.2631	3.000	0	45
80.3104	3.000	0	none
88.2575	3.000	90	0
96.2547	3.000	45	135
104.3021	3.000	none	135
112.2995	3.000	135	0
120.2800	3.000	45	0
128.3105	3.000	none	0
136.3076	3.000	135	135
144.2382	3.000	90	90
152.2856	3.000	90	none
160.2828	3.000	135	135
168.2300	3.000	90	45
176.2438	3.000	none	45
184.2246	3.000	90	45
192.2050	3.000	45	90
200.2369	3.000	45	none
208.2330	3.000	0	90
216.2967	3.000	0	135
224.2941	3.000	none	135
232.2916	3.000	0	0
