onset	duration	lh_orientation	rh_orientation
0.2490	3.000	90	0
8.2298	3.000	90	none
16.2102	3.000	0	45
24.2243	3.000	90	135
32.2382	3.000	90	none
40.2019	3.000	45	90
48.1992	3.000	45	90
56.2131	3.000	45	none
64.2936	3.000	135	0
72.1744	3.000	45	90
80.2215	3.000	45	none
88.1854	3.000	90	90
96.2330	3.000	135	90
104.2632	3.000	135	none
112.2104	3.000	45	135
120.2577	3.000	135	0
128.3049	3.000	none	0
136.2688	3.000	135	135
144.2661	3.000	0	0
152.2633	3.000	none	0
160.2441	3.000	0	45
168.2413	3.000	0	45
176.2717	3.000	0	none
184.3023	3.000	135	135
192.1997	3.000	90	45
200.2468	3.000	90	none
208.2607	3.000	0	0
216.1915	3.000	90	45
224.2385	3.000	none	45
232.2191	3.000	45	135
