onset	duration	lh_orientation	rh_orientation
0.3049	3.000	135	135
7.9522	3.000	135	none
15.8495	3.000	45	45
23.8967	3.000	45	135
31.9608	3.000	none	135
39.9081	3.000	45	0
47.8718	3.000	90	90
55.9190	3.000	90	none
63.9663	3.000	0	0
71.8804	3.000	45	90
79.9108	3.000	none	90
87.9247	3.000	90	135
95.9552	3.000	135	135
103.9025	3.000	90	45
111.9164	3.000	90	none
119.9137	3.000	135	45
127.9777	3.000	0	135
135.9916	3.000	0	none
143.9554	3.000	135	90
151.9861	3.000	135	0
159.9832	3.000	135	none
167.8640	3.000	45	90
175.8946	3.000	0	45
183.9749	3.000	0	none
191.9389	3.000	0	45
199.9030	3.000	90	90
207.9335	3.000	90	none
215.9639	3.000	0	0
223.9285	3.000	90	0
231.9084	3.000	90	none
