onset	duration	lh_orientation	rh_orientation
0.2276	3.000	0	45
8.2584	3.000	0	none
16.2721	3.000	135	135
24.1868	3.000	45	90
32.2166	3.000	45	none
40.1639	3.000	45	45
48.2944	3.000	0	135
56.2750	3.000	0	none
64.2891	3.000	135	0
72.2529	3.000	0	90
80.3002	3.000	0	none
88.2308	3.000	90	0
96.2281	3.000	135	90
104.2418	3.000	none	90
112.2724	3.000	135	135
120.2532	3.000	135	45
128.2337	3.000	none	45
136.2477	3.000	45	0
144.2120	3.000	0	45
152.2921	3.000	0	none
160.1892	3.000	90	45
168.3031	3.000	0	135
176.2837	3.000	0	none
184.2476	3.000	90	0
192.2284	3.000	90	135
200.2423	3.000	45	0
208.2895	3.000	none	0
216.2033	3.000	90	90
224.2172	3.000	45	90
232.2311	3.000	none	90
