onset	duration	lh_orientation	rh_orientation
0.2786	3.000	135	90
8.3090	3.000	135	none
16.2396	3.000	0	45
24.2541	3.000	135	90
32.2842	3.000	135	none
40.1981	3.000	90	90
48.2620	3.000	45	0
56.2759	3.000	none	0
64.3230	3.000	135	135
72.2703	3.000	90	135
80.2342	3.000	90	none
88.2314	3.000	135	45
96.2287	3.000	90	0
104.2761	3.000	none	0
112.2565	3.000	0	45
120.2872	3.000	0	0
128.2845	3.000	0	none
136.2316	3.000	45	135
144.2455	3.000	90	0
152.2594	3.000	none	0
160.2400	3.000	0	90
168.1706	3.000	45	45
176.2178	3.000	none	45
184.2485	3.000	90	135
192.2456	3.000	135	90
200.2928	3.000	135	none
208.1734	3.000	45	45
216.2707	3.000	0	0
224.2348	3.000	45	135
232.2651	3.000	none	135
