onset	duration	lh_orientation	rh_orientation
0.2067	3.000	45	90
8.2373	3.000	none	90
16.2345	3.000	135	45
24.3151	3.000	0	0
32.2792	3.000	none	0
40.2600	3.000	135	45
48.2903	3.000	90	0
56.3209	3.000	none	0
64.2347	3.000	45	0
72.2819	3.000	0	0
80.2965	3.000	none	0
88.1931	3.000	45	90
96.2571	3.000	45	135
104.2710	3.000	0	45
112.2849	3.000	0	none
120.3322	3.000	0	135
128.2126	3.000	90	90
136.2598	3.000	90	none
144.2906	3.000	135	135
152.2882	3.000	135	90
160.3184	3.000	135	none
168.1990	3.000	45	45
176.2800	3.000	90	135
184.3100	3.000	none	135
192.2407	3.000	135	45
200.2882	3.000	90	0
208.2864	3.000	none	0
216.2823	3.000	90	135
224.2468	3.000	0	90
232.2436	3.000	none	90
