onset	duration	lh_orientation	rh_orientation
0.1543	3.000	45	135
7.7852	3.000	none	135
15.7992	3.000	0	0
23.7796	3.000	45	0
31.7772	3.000	45	none
39.7910	3.000	90	135
47.7717	3.000	90	0
55.8032	3.000	none	0
63.7828	3.000	0	90
71.7803	3.000	90	135
79.7944	3.000	90	none
87.7916	3.000	90	135
95.7722	3.000	135	90
103.8030	3.000	135	none
111.7335	3.000	45	45
119.7810	3.000	135	45
127.8113	3.000	135	none
135.7755	3.000	135	45
143.7896	3.000	0	90
151.8033	3.000	135	0
159.8008	3.000	none	0
167.7980	3.000	45	0
175.7452	3.000	90	45
183.7759	3.000	90	none
191.7901	3.000	135	90
199.7706	3.000	0	90
207.7687	3.000	none	90
215.7321	3.000	45	45
223.8125	3.000	0	135
231.7934	3.000	0	none
