onset	duration	lh_orientation	rh_orientation
0.1375	3.000	45	45
8.1347	3.000	45	none
16.1487	3.000	90	0
24.1462	3.000	0	90
32.1266	3.000	135	45
40.1573	3.000	135	none
48.1382	3.000	90	0
56.1021	3.000	90	45
64.1496	3.000	90	none
72.1633	3.000	135	0
80.1607	3.000	135	135
88.1580	3.000	none	135
96.1718	3.000	135	0
104.1694	3.000	0	0
112.1670	3.000	0	none
120.1476	3.000	90	135
128.1112	3.000	90	90
136.1418	3.000	none	90
144.1392	3.000	0	90
152.1366	3.000	45	135
160.1502	3.000	45	none
168.1810	3.000	0	135
176.1116	3.000	45	90
184.1422	3.000	none	90
192.1398	3.000	0	90
200.1037	3.000	45	45
208.1343	3.000	45	none
216.0983	3.000	45	45
224.1621	3.000	135	135
232.1594	3.000	none	135
