onset	duration	lh_orientation	rh_orientation
0.1632	3.000	45	0
8.1774	3.000	45	none
16.1748	3.000	45	0
24.1721	3.000	0	45
32.2029	3.000	0	none
40.2004	3.000	135	135
48.1807	3.000	135	90
56.1778	3.000	none	90
64.2086	3.000	135	0
72.1558	3.000	90	90
80.1698	3.000	none	90
88.1672	3.000	90	135
96.1645	3.000	90	90
104.1785	3.000	90	none
112.1424	3.000	90	45
120.1398	3.000	45	45
128.1540	3.000	none	45
136.1512	3.000	135	45
144.1983	3.000	135	135
152.1957	3.000	135	none
160.1937	3.000	90	135
168.1572	3.000	0	45
176.1546	3.000	none	45
184.1849	3.000	0	0
192.1656	3.000	45	0
200.2127	3.000	none	0
208.1938	3.000	0	135
216.1239	3.000	45	90
224.1550	3.000	45	none
232.1689	3.000	0	90
