onset	duration	lh_orientation	rh_orientation
0.1931	3.000	135	0
8.2070	3.000	135	none
16.1878	3.000	0	90
24.1683	3.000	90	135
32.1825	3.000	90	none
40.2130	3.000	135	0
48.2102	3.000	135	0
56.2076	3.000	none	0
64.1715	3.000	0	45
72.1690	3.000	45	135
80.1829	3.000	none	135
88.1966	3.000	0	90
96.1443	3.000	90	90
104.1749	3.000	90	none
112.1388	3.000	45	90
120.2028	3.000	0	0
128.1500	3.000	45	0
136.1807	3.000	45	none
144.1780	3.000	90	135
152.1420	3.000	90	45
160.1728	3.000	none	45
168.1368	3.000	90	45
176.1340	3.000	45	45
184.1814	3.000	none	45
192.2121	3.000	0	135
200.2094	3.000	135	135
208.2064	3.000	135	none
216.1708	3.000	135	90
224.1179	3.000	45	45
232.1653	3.000	45	none
