onset	duration	lh_orientation	rh_orientation
0.1481	3.000	0	45
8.1954	3.000	0	none
16.1767	3.000	135	90
24.1903	3.000	135	135
32.1877	3.000	135	none
40.1514	3.000	45	135
48.1654	3.000	90	135
56.1627	3.000	90	none
64.1434	3.000	45	90
72.1739	3.000	90	0
80.2044	3.000	none	0
88.1693	3.000	45	0
96.1826	3.000	0	90
104.1797	3.000	none	90
112.1604	3.000	0	45
120.2076	3.000	0	0
128.2053	3.000	none	0
136.1692	3.000	90	0
144.1332	3.000	90	90
152.1803	3.000	none	90
160.1777	3.000	135	90
168.2083	3.000	135	0
176.2059	3.000	none	0
184.1863	3.000	0	45
192.1671	3.000	45	135
200.1809	3.000	45	none
208.2116	3.000	135	135
216.1421	3.000	90	45
224.1395	3.000	45	45
232.1701	3.000	45	none
