onset	duration	lh_orientation	rh_orientation
0.1821	3.000	90	135
7.7462	3.000	90	0
15.7602	3.000	90	none
23.7908	3.000	135	0
31.7550	3.000	135	45
39.7855	3.000	135	none
47.7495	3.000	0	90
55.7468	3.000	135	90
63.7606	3.000	none	90
71.7080	3.000	45	45
79.7387	3.000	90	0
87.7360	3.000	90	none
95.7500	3.000	135	90
103.7640	3.000	0	0
111.7777	3.000	0	none
119.7420	3.000	135	45
127.7059	3.000	90	45
135.7366	3.000	none	45
143.7338	3.000	45	135
151.7145	3.000	45	135
159.7452	3.000	45	none
167.7593	3.000	45	135
175.7565	3.000	0	90
183.7536	3.000	none	90
191.7511	3.000	0	90
199.6984	3.000	45	45
207.7624	3.000	45	none
215.7928	3.000	0	135
223.7571	3.000	90	0
231.7544	3.000	90	none
