onset	duration	lh_orientation	rh_orientation
0.1849	3.000	90	0
8.2487	3.000	90	none
16.2128	3.000	0	45
24.1938	3.000	135	135
32.1580	3.000	0	90
40.2543	3.000	none	90
48.2020	3.000	90	90
56.1999	3.000	135	135
64.3132	3.000	none	135
72.1445	3.000	45	45
80.1749	3.000	0	45
88.2381	3.000	none	45
96.1692	3.000	90	0
104.2006	3.000	135	0
112.3141	3.000	135	none
120.2278	3.000	0	135
128.1588	3.000	45	0
136.2392	3.000	45	none
144.1366	3.000	45	45
152.2008	3.000	45	0
160.2307	3.000	45	none
168.1451	3.000	90	90
176.1926	3.000	135	135
184.2729	3.000	135	none
192.2371	3.000	0	90
200.1345	3.000	90	45
208.2486	3.000	90	none
216.1791	3.000	45	135
224.1936	3.000	135	90
232.3066	3.000	none	90
