onset	duration	lh_orientation	rh_orientation
0.1259	3.000	90	45
8.2394	3.000	none	45
16.1703	3.000	135	90
24.1679	3.000	0	45
32.2480	3.000	none	45
40.1622	3.000	45	45
48.2099	3.000	0	0
56.3232	3.000	none	0
64.2044	3.000	0	0
72.1687	3.000	45	135
80.2319	3.000	45	none
88.1963	3.000	135	0
96.2104	3.000	90	135
104.2738	3.000	none	135
112.2053	3.000	0	135
120.1691	3.000	0	90
128.1495	3.000	45	135
136.2965	3.000	45	none
144.2107	3.000	135	135
152.1250	3.000	90	45
160.2384	3.000	none	45
168.1528	3.000	45	90
176.1837	3.000	135	90
184.2642	3.000	135	none
192.1779	3.000	45	0
200.1423	3.000	90	90
208.2559	3.000	none	90
216.1700	3.000	90	0
224.1675	3.000	135	45
232.2643	3.000	135	none
