onset	duration	lh_orientation	rh_orientation
0.1661	3.000	90	135
8.2633	3.000	90	none
16.1607	3.000	90	45
24.1915	3.000	0	90
32.1553	3.000	45	135
40.2855	3.000	none	135
48.1997	3.000	0	0
56.1808	3.000	90	135
64.2445	3.000	90	none
72.2253	3.000	135	45
80.1394	3.000	45	45
88.2528	3.000	45	none
96.2675	3.000	135	135
104.1812	3.000	135	90
112.2448	3.000	none	90
120.1758	3.000	90	0
128.2236	3.000	45	0
136.2700	3.000	none	0
144.1844	3.000	0	90
152.1989	3.000	135	135
160.2953	3.000	none	135
168.1764	3.000	0	45
176.1402	3.000	45	90
184.2372	3.000	45	none
192.1683	3.000	45	0
200.1489	3.000	90	45
208.2462	3.000	90	none
216.1936	3.000	135	0
224.1745	3.000	0	90
232.3050	3.000	0	none
