onset	duration	lh_orientation	rh_orientation
0.2119	3.000	0	0
8.2753	3.000	none	0
16.1897	3.000	135	90
24.1703	3.000	135	45
32.2339	3.000	none	45
40.1983	3.000	90	0
48.2124	3.000	0	135
56.2767	3.000	0	none
64.1903	3.000	45	0
72.1711	3.000	90	135
80.2849	3.000	none	135
88.1655	3.000	45	135
96.1797	3.000	0	45
104.2432	3.000	none	45
112.2243	3.000	0	90
120.1550	3.000	90	90
128.2350	3.000	none	90
136.1828	3.000	0	90
144.1803	3.000	135	45
152.2943	3.000	135	none
160.2079	3.000	90	135
168.1887	3.000	45	0
176.2023	3.000	45	135
184.2331	3.000	45	none
192.2477	3.000	45	45
200.1782	3.000	135	90
208.2749	3.000	135	none
216.1558	3.000	90	45
224.2031	3.000	135	0
232.3171	3.000	135	none
