onset	duration	lh_orientation	rh_orientation
0.5830	3.000	0	45
8.2799	3.000	none	45
16.2107	3.000	135	90
24.2248	3.000	0	135
32.2886	3.000	none	135
40.2358	3.000	90	135
48.1664	3.000	45	90
56.2633	3.000	45	none
64.1611	3.000	90	45
72.1753	3.000	45	135
80.2394	3.000	45	none
88.2531	3.000	45	0
96.1838	3.000	135	135
104.2974	3.000	135	none
112.1784	3.000	45	135
120.1429	3.000	90	45
128.2402	3.000	90	none
136.2036	3.000	0	0
144.1676	3.000	0	90
152.2816	3.000	0	none
160.2126	3.000	135	90
168.1761	3.000	135	90
176.2898	3.000	135	none
184.1709	3.000	90	0
192.1353	3.000	90	45
200.2330	3.000	90	none
208.1796	3.000	45	0
216.2101	3.000	135	0
224.2740	3.000	135	none
232.1714	3.000	0	45
