onset	duration	lh_orientation	rh_orientation
0.2053	3.000	0	0
8.2860	3.000	0	none
16.1501	3.000	45	45
24.1976	3.000	0	90
32.2780	3.000	0	none
40.2255	3.000	135	135
48.1563	3.000	90	45
56.2696	3.000	90	none
64.2173	3.000	135	0
72.1649	3.000	135	90
80.2783	3.000	none	90
88.1590	3.000	45	45
96.2066	3.000	135	135
104.2873	3.000	none	135
112.1680	3.000	90	90
120.1820	3.000	45	0
128.2621	3.000	45	none
136.1935	3.000	90	135
144.1907	3.000	90	135
152.3384	3.000	none	135
160.2183	3.000	0	135
168.1826	3.000	0	45
176.1466	3.000	45	45
184.2433	3.000	45	none
192.1911	3.000	0	90
200.1550	3.000	45	90
208.2520	3.000	none	90
216.1998	3.000	90	0
224.2305	3.000	135	0
232.3272	3.000	none	0
