onset	duration	lh_orientation	rh_orientation
0.1352	3.000	135	45
8.2655	3.000	none	45
16.2131	3.000	135	90
24.1440	3.000	90	45
32.2740	3.000	none	45
40.2226	3.000	0	0
48.1526	3.000	90	90
56.2660	3.000	none	90
64.2136	3.000	135	0
72.1779	3.000	45	135
80.2417	3.000	45	none
88.2224	3.000	0	135
96.2031	3.000	0	135
104.2669	3.000	0	none
112.1976	3.000	90	135
120.1617	3.000	45	90
128.2585	3.000	none	90
136.1895	3.000	135	90
144.1870	3.000	45	135
152.2842	3.000	none	135
160.2315	3.000	90	0
168.2289	3.000	135	0
176.3096	3.000	135	none
184.1901	3.000	0	45
192.1710	3.000	45	0
200.2848	3.000	none	0
208.2155	3.000	0	90
216.2128	3.000	45	45
224.1436	3.000	90	45
232.2569	3.000	none	45
