onset	duration	lh_orientation	rh_orientation
0.1225	3.000	90	90
8.2529	3.000	90	none
16.1669	3.000	45	135
24.1977	3.000	135	0
32.2780	3.000	none	0
40.1927	3.000	45	90
48.1730	3.000	0	90
56.2867	3.000	0	none
64.2008	3.000	0	0
72.1649	3.000	45	135
80.2287	3.000	45	none
88.2093	3.000	135	135
96.1403	3.000	90	45
104.2372	3.000	none	45
112.1680	3.000	0	45
120.1655	3.000	135	45
128.2455	3.000	none	45
136.2267	3.000	45	0
144.1738	3.000	90	135
152.1545	3.000	0	90
160.2684	3.000	0	none
168.1493	3.000	135	90
176.2297	3.000	90	0
184.2605	3.000	90	none
192.1910	3.000	90	135
200.1553	3.000	135	45
208.3186	3.000	135	none
216.1999	3.000	0	45
224.2139	3.000	45	0
232.2448	3.000	45	none
