onset	duration	lh_orientation	rh_orientation
0.2076	3.000	135	0
8.3040	3.000	none	0
16.1849	3.000	45	0
24.1323	3.000	45	90
32.2629	3.000	none	90
40.2102	3.000	135	135
48.2082	3.000	0	135
56.2713	3.000	none	135
64.2189	3.000	135	135
72.1662	3.000	45	0
80.2971	3.000	none	0
88.1607	3.000	90	45
96.1753	3.000	90	135
104.2559	3.000	90	none
112.2363	3.000	0	0
120.1839	3.000	135	0
128.2810	3.000	135	none
136.1788	3.000	0	90
144.1919	3.000	0	45
152.2554	3.000	none	45
160.1696	3.000	90	135
168.1838	3.000	0	90
176.2972	3.000	none	90
184.1617	3.000	90	45
192.1590	3.000	90	45
200.2557	3.000	90	none
208.1708	3.000	45	90
216.2010	3.000	135	90
224.1483	3.000	45	45
232.2449	3.000	45	none
