onset	duration	lh_orientation	rh_orientation
0.1675	3.000	0	45
8.2147	3.000	none	45
16.1788	3.000	135	90
24.1762	3.000	0	45
32.2732	3.000	0	none
40.1205	3.000	45	45
48.1515	3.000	90	45
56.2319	3.000	90	none
64.1459	3.000	90	90
72.1767	3.000	135	90
80.2571	3.000	135	none
88.1712	3.000	90	0
96.1524	3.000	135	45
104.2657	3.000	135	none
112.1800	3.000	90	0
120.1607	3.000	90	135
128.1248	3.000	45	90
136.2546	3.000	none	90
144.2021	3.000	0	0
152.1501	3.000	45	135
160.2134	3.000	45	none
168.1609	3.000	45	90
176.1748	3.000	0	0
184.2721	3.000	0	none
192.2194	3.000	135	135
200.1334	3.000	45	135
208.2806	3.000	none	135
216.2278	3.000	135	135
224.2086	3.000	0	0
232.2726	3.000	0	none
