onset	duration	lh_orientation	rh_orientation
0.1608	3.000	0	90
8.2576	3.000	none	90
16.1887	3.000	135	0
24.1532	3.000	135	45
32.2337	3.000	135	none
40.1811	3.000	45	135
48.1619	3.000	135	45
56.2248	3.000	none	45
64.1557	3.000	90	0
72.1201	3.000	90	45
80.2169	3.000	90	none
88.1644	3.000	0	90
96.1456	3.000	0	45
104.2420	3.000	none	45
112.1730	3.000	135	0
120.1874	3.000	0	135
128.2350	3.000	0	none
136.1316	3.000	45	90
144.1461	3.000	45	90
152.2260	3.000	45	none
160.1569	3.000	90	0
168.1878	3.000	135	0
176.2350	3.000	135	none
184.1487	3.000	0	45
192.1626	3.000	90	135
200.2595	3.000	none	135
208.1571	3.000	90	90
216.1550	3.000	45	135
224.2518	3.000	none	135
232.1324	3.000	45	135
