onset	duration	lh_orientation	rh_orientation
0.2011	3.000	0	135
8.2645	3.000	0	none
16.1956	3.000	0	45
24.1594	3.000	90	0
32.2397	3.000	90	none
40.1541	3.000	45	90
48.1182	3.000	90	45
56.2153	3.000	90	none
64.1793	3.000	0	90
72.1770	3.000	135	0
80.2569	3.000	135	none
88.1556	3.000	90	0
96.1520	3.000	45	0
104.2663	3.000	none	0
112.1966	3.000	135	135
120.1279	3.000	45	90
128.2243	3.000	45	none
136.1884	3.000	90	0
144.1691	3.000	135	135
152.2496	3.000	none	135
160.1637	3.000	135	45
168.1615	3.000	135	90
176.2413	3.000	none	90
184.1887	3.000	0	135
192.1201	3.000	90	45
200.2508	3.000	90	none
208.1479	3.000	45	90
216.1620	3.000	45	135
224.1426	3.000	0	45
232.2895	3.000	0	none
