onset	duration	lh_orientation	rh_orientation
0.1489	3.000	90	135
8.2791	3.000	none	135
16.1436	3.000	45	135
24.1742	3.000	0	90
32.2376	3.000	none	90
40.1852	3.000	0	135
48.1165	3.000	45	45
56.2297	3.000	45	none
64.1941	3.000	135	0
72.1411	3.000	45	135
80.2049	3.000	45	none
88.1857	3.000	0	135
96.2003	3.000	0	0
104.1803	3.000	135	0
112.2609	3.000	135	none
120.1250	3.000	90	45
128.1560	3.000	90	0
136.2528	3.000	none	0
144.1332	3.000	45	90
152.1481	3.000	0	45
160.2278	3.000	none	45
168.1253	3.000	90	45
176.1071	3.000	45	45
184.2042	3.000	45	none
192.1178	3.000	90	90
200.1479	3.000	135	90
208.2617	3.000	135	none
216.1758	3.000	135	0
224.1398	3.000	135	90
232.2534	3.000	none	90
