onset	duration	lh_orientation	rh_orientation
0.1527	3.000	45	90
8.1500	3.000	45	none
16.1805	3.000	0	45
24.1612	3.000	90	90
32.1918	3.000	none	90
40.1892	3.000	90	0
48.1698	3.000	135	45
56.1506	3.000	90	90
64.1978	3.000	90	none
72.2120	3.000	135	0
80.1424	3.000	90	45
88.1731	3.000	90	none
96.1703	3.000	135	45
104.2010	3.000	0	135
112.2147	3.000	none	135
120.1788	3.000	45	0
128.2094	3.000	0	135
136.2079	3.000	none	135
144.1707	3.000	0	45
152.1682	3.000	45	0
160.1824	3.000	45	none
168.1796	3.000	45	0
176.2101	3.000	135	135
184.2074	3.000	none	135
192.1713	3.000	135	90
200.1521	3.000	45	135
208.1827	3.000	45	none
216.1800	3.000	90	135
224.1609	3.000	0	90
232.1746	3.000	none	90
