onset	duration	lh_orientation	rh_orientation
0.1424	3.000	135	90
8.1735	3.000	none	90
16.1541	3.000	0	45
24.1848	3.000	135	135
32.1819	3.000	none	135
40.1460	3.000	45	90
48.1265	3.000	45	90
56.1739	3.000	none	90
64.1546	3.000	135	45
72.1851	3.000	0	0
80.2155	3.000	none	0
88.1967	3.000	135	0
96.1606	3.000	0	45
104.2079	3.000	0	none
112.1720	3.000	90	0
120.1524	3.000	45	135
128.1831	3.000	none	135
136.1638	3.000	90	90
144.2110	3.000	0	135
152.2085	3.000	0	none
160.1392	3.000	45	90
168.1362	3.000	90	45
176.1670	3.000	90	none
184.1808	3.000	135	45
192.1782	3.000	45	135
200.1925	3.000	90	135
208.1729	3.000	90	none
216.2032	3.000	0	0
224.1509	3.000	90	0
232.1812	3.000	90	none
