onset	duration	lh_orientation	rh_orientation
0.2070	3.000	0	0
8.2043	3.000	0	none
16.1517	3.000	90	45
24.1490	3.000	135	45
32.2130	3.000	135	none
40.1604	3.000	45	90
48.1742	3.000	135	90
56.1885	3.000	none	90
64.1855	3.000	0	90
72.1663	3.000	90	135
80.1971	3.000	90	none
88.1940	3.000	45	0
96.2247	3.000	135	135
104.2220	3.000	135	none
112.1693	3.000	90	90
120.2166	3.000	135	0
128.2316	3.000	none	0
136.1947	3.000	90	135
144.1923	3.000	0	45
152.1893	3.000	none	45
160.1700	3.000	90	45
168.1673	3.000	45	0
176.2311	3.000	none	0
184.1952	3.000	45	135
192.1926	3.000	0	90
200.1899	3.000	135	45
208.2203	3.000	135	none
216.1846	3.000	45	0
224.2329	3.000	0	135
232.2300	3.000	none	135
