onset	duration	lh_orientation	rh_orientation
0.1645	3.000	0	45
8.1785	3.000	none	45
16.1927	3.000	0	90
24.1399	3.000	45	90
32.1707	3.000	45	none
40.2025	3.000	135	135
48.1984	3.000	135	0
56.2125	3.000	135	none
64.1764	3.000	90	135
72.2072	3.000	0	0
80.2047	3.000	none	0
88.1684	3.000	0	45
96.1324	3.000	90	45
104.1964	3.000	90	none
112.1938	3.000	135	90
120.1743	3.000	45	135
128.1716	3.000	45	none
136.1689	3.000	45	135
144.1663	3.000	0	90
152.1803	3.000	none	90
160.1776	3.000	45	0
168.1749	3.000	90	0
176.2055	3.000	none	0
184.1362	3.000	90	90
192.1166	3.000	90	45
200.1642	3.000	none	45
208.1782	3.000	135	45
216.1921	3.000	135	135
224.2057	3.000	135	none
232.1534	3.000	45	0
