onset	duration	lh_orientation	rh_orientation
0.1814	3.000	90	0
8.1619	3.000	none	0
16.1426	3.000	0	45
24.1398	3.000	90	0
32.1706	3.000	none	0
40.1513	3.000	135	45
48.1815	3.000	135	135
56.1968	3.000	none	135
64.1764	3.000	0	135
72.1072	3.000	45	90
80.1377	3.000	45	none
88.1350	3.000	90	90
96.1823	3.000	135	135
104.1796	3.000	none	135
112.1771	3.000	0	0
120.1077	3.000	90	45
128.1385	3.000	90	none
136.1192	3.000	45	90
144.1496	3.000	45	135
152.1800	3.000	none	135
160.1608	3.000	90	0
168.1416	3.000	0	45
176.1388	3.000	none	45
184.1194	3.000	45	45
192.1834	3.000	135	135
200.1806	3.000	135	none
208.1783	3.000	135	0
216.1256	3.000	45	90
224.1393	3.000	0	90
232.1866	3.000	0	none
