onset	duration	lh_orientation	rh_orientation
0.1825	3.000	90	0
7.7297	3.000	none	0
15.6940	3.000	135	45
23.6911	3.000	45	135
31.7216	3.000	none	135
39.7025	3.000	0	45
47.7161	3.000	90	135
55.7137	3.000	90	none
63.7110	3.000	0	90
71.7246	3.000	135	135
79.7221	3.000	none	135
87.6862	3.000	45	90
95.7167	3.000	90	0
103.6973	3.000	90	none
111.7113	3.000	0	90
119.6921	3.000	45	0
127.7225	3.000	none	0
135.7032	3.000	0	45
143.7007	3.000	90	135
151.7478	3.000	none	135
159.7286	3.000	0	90
167.7092	3.000	45	135
175.7400	3.000	none	135
183.7539	3.000	135	0
191.7011	3.000	135	45
199.7484	3.000	135	none
207.7123	3.000	135	45
215.6763	3.000	45	90
223.7072	3.000	none	90
231.7377	3.000	90	0
