onset	duration	lh_orientation	rh_orientation
0.1429	3.000	90	90
8.1737	3.000	90	none
16.1378	3.000	90	45
24.1515	3.000	0	90
32.1820	3.000	none	90
40.1962	3.000	135	135
48.2102	3.000	135	0
56.1906	3.000	135	none
64.1211	3.000	90	45
72.1520	3.000	45	0
80.1500	3.000	45	none
88.1800	3.000	0	90
96.1940	3.000	0	135
104.1919	3.000	0	none
112.1720	3.000	45	0
120.1526	3.000	45	135
128.1501	3.000	45	none
136.1804	3.000	135	90
144.1612	3.000	90	0
152.1586	3.000	90	none
160.1891	3.000	0	0
168.1532	3.000	135	45
176.1505	3.000	135	90
184.1981	3.000	135	none
192.1786	3.000	90	135
200.1257	3.000	45	45
208.1564	3.000	none	45
216.1872	3.000	0	135
224.1176	3.000	45	45
232.1815	3.000	45	none
