onset	duration	lh_orientation	rh_orientation
0.1824	3.000	0	135
8.1965	3.000	none	135
16.1604	3.000	45	135
24.1578	3.000	0	90
32.1883	3.000	0	none
40.1856	3.000	0	0
48.1498	3.000	45	135
56.1634	3.000	45	none
64.1274	3.000	45	45
72.1917	3.000	0	0
80.2054	3.000	0	none
88.1363	3.000	90	90
96.1835	3.000	0	135
104.1976	3.000	none	135
112.1781	3.000	135	90
120.1255	3.000	90	45
128.1895	3.000	135	0
136.1867	3.000	none	0
144.1842	3.000	135	0
152.1314	3.000	90	45
160.1787	3.000	none	45
168.1427	3.000	45	90
176.1734	3.000	135	45
184.1707	3.000	none	45
192.1511	3.000	90	45
200.1481	3.000	45	90
208.1791	3.000	45	none
216.2099	3.000	135	0
224.1737	3.000	90	135
232.1712	3.000	90	none
