onset	duration	frameidx	videotime	audiotime
0.034	0.033	1	0.040	73.573
0.067	0.017	2	0.080	73.615
0.083	0.050	3	0.120	73.631
0.133	0.150	4	0.160	73.681
0.283	0.033	5	0.200	0.150
0.317	0.050	6	0.240	0.183
0.367	0.033	7	0.280	0.233
0.400	0.033	8	0.320	0.266
0.433	0.050	9	0.360	0.300
0.483	0.033	10	0.400	0.350
0.517	0.050	11	0.440	0.383
0.567	0.033	12	0.480	0.433
0.600	0.033	13	0.520	0.466
0.633	0.050	14	0.560	0.500
0.683	0.033	15	0.600	0.550
0.717	0.033	16	0.640	0.982
0.750	0.050	17	0.680	1.015
0.800	0.033	18	0.720	1.065
0.833	0.050	19	0.760	1.098
0.883	0.033	20	0.800	1.148
0.917	0.034	21	0.840	1.182
0.951	0.049	22	0.880	1.215
1.000	0.033	23	0.920	1.265
1.033	0.050	24	0.960	1.266
1.083	0.033	25	1.000	1.316
1.117	0.033	26	1.040	1.350
1.150	0.058	27	1.080	1.383
1.208	0.042	28	1.120	1.433
1.250	0.050	29	1.160	1.475
1.300	0.050	30	1.200	1.525
1.350	0.025	31	1.240	1.663
1.375	0.050	32	1.280	1.688
1.425	0.050	33	1.320	1.738
1.475	0.025	34	1.360	1.788
1.500	0.050	35	1.400	1.813
1.550	0.025	36	1.440	1.863
1.575	0.050	37	1.480	1.888
1.625	0.050	38	1.520	1.938
1.675	0.025	39	1.560	1.869
1.700	0.050	40	1.600	1.894
1.750	0.025	41	1.640	1.944
1.775	0.050	42	1.680	1.969
1.825	0.050	43	1.720	2.019
1.875	0.025	44	1.760	2.069
1.900	0.050	45	1.800	2.094
1.950	0.025	46	1.840	2.144
1.975	0.050	47	1.880	2.169
2.025	0.050	48	1.920	2.219
2.075	0.025	49	1.960	2.269
2.100	0.050	50	2.000	2.294
2.150	0.025	51	2.040	2.344
2.175	0.050	52	2.080	2.369
2.225	0.050	53	2.120	2.419
2.275	0.025	54	2.160	2.492
2.300	0.050	55	2.200	2.517
2.350	0.025	56	2.240	2.567
2.375	0.050	57	2.280	2.592
2.425	0.050	58	2.320	2.642
2.475	0.025	59	2.360	2.692
2.500	0.050	60	2.400	2.717
2.550	0.025	61	2.440	2.767
2.575	0.050	62	2.480	2.792
2.625	0.050	63	2.520	2.850
2.675	0.025	64	2.560	2.900
2.700	0.050	65	2.600	2.925
2.750	0.025	66	2.640	2.975
2.775	0.050	67	2.680	3.000
2.825	0.050	68	2.720	3.050
2.875	0.025	69	2.760	3.100
2.900	0.050	70	2.800	3.173
2.950	0.025	71	2.840	3.223
2.975	0.050	72	2.880	3.248
3.025	0.050	73	2.920	3.298
3.075	0.025	74	2.960	3.348
3.100	0.050	75	3.000	3.373
3.150	0.025	76	3.040	3.423
3.176	0.050	77	3.080	3.448
3.226	0.050	78	3.120	3.419
3.275	0.025	79	3.160	3.469
3.301	0.050	80	3.200	3.494
3.351	0.025	81	3.240	3.544
3.376	0.050	82	3.280	3.569
3.426	0.050	83	3.320	3.619
3.476	0.025	84	3.360	3.669
3.501	0.050	85	3.400	3.694
3.551	0.025	86	3.440	3.744
3.576	0.050	87	3.480	3.769
3.626	0.050	88	3.520	3.819
3.676	0.025	89	3.560	3.869
3.701	0.050	90	3.600	3.894
3.751	0.025	91	3.640	3.944
3.776	0.050	92	3.680	3.969
3.826	0.050	93	3.720	4.122
3.876	0.025	94	3.760	4.172
3.901	0.050	95	3.800	4.197
3.951	0.025	96	3.840	4.247
3.976	0.050	97	3.880	4.272
4.026	0.050	98	3.920	4.322
4.076	0.025	99	3.960	4.372
4.101	0.050	100	4.000	4.397
4.151	0.025	101	4.040	4.455
4.176	0.050	102	4.080	4.480
4.226	0.050	103	4.120	4.530
4.276	0.025	104	4.160	4.580
4.301	0.050	105	4.200	4.605
4.351	0.025	106	4.240	4.655
4.376	0.050	107	4.280	4.680
4.426	0.050	108	4.320	4.730
4.476	0.025	109	4.360	4.708
4.501	0.050	110	4.400	4.733
4.551	0.025	111	4.440	4.783
4.576	0.050	112	4.480	4.808
4.626	0.050	113	4.520	4.858
4.676	0.025	114	4.560	4.908
4.701	0.050	115	4.600	4.933
4.751	0.025	116	4.640	4.983
4.776	0.050	117	4.680	4.969
4.826	0.050	118	4.720	5.019
4.876	0.025	119	4.760	5.069
4.901	0.050	120	4.800	5.094
4.951	0.025	121	4.840	5.144
4.976	0.050	122	4.880	5.169
5.026	0.050	123	4.920	5.219
5.076	0.025	124	4.960	5.269
5.101	0.050	125	5.000	5.294
5.151	0.025	126	5.040	5.344
5.176	0.050	127	5.080	5.369
5.226	0.050	128	5.120	5.419
5.276	0.025	129	5.160	5.469
5.301	0.050	130	5.200	5.494
5.351	0.025	131	5.240	5.544
5.376	0.050	132	5.280	5.569
5.426	0.050	133	5.320	5.682
5.476	0.025	134	5.360	5.732
5.501	0.050	135	5.400	5.758
5.551	0.025	136	5.440	5.808
5.576	0.050	137	5.480	5.833
5.626	0.050	138	5.520	5.883
5.676	0.025	139	5.560	5.933
5.701	0.050	140	5.600	5.966
5.751	0.025	141	5.640	6.016
5.776	0.050	142	5.680	6.041
5.826	0.050	143	5.720	6.091
5.876	0.025	144	5.760	6.141
5.901	0.050	145	5.800	6.166
5.951	0.025	146	5.840	6.216
5.976	0.050	147	5.880	6.241
6.026	0.050	148	5.920	6.339
6.076	0.025	149	5.960	6.389
6.101	0.050	150	6.000	6.414
6.151	0.025	151	6.040	6.464
6.176	0.050	152	6.080	6.489
6.226	0.050	153	6.120	6.539
6.276	0.025	154	6.160	6.589
6.301	0.050	155	6.200	6.614
6.351	0.025	156	6.240	6.545
6.376	0.050	157	6.280	6.570
6.426	0.050	158	6.320	6.620
6.476	0.025	159	6.360	6.670
6.501	0.050	160	6.400	6.695
6.551	0.025	161	6.440	6.745
6.576	0.050	162	6.480	6.770
6.626	0.050	163	6.520	6.820
6.676	0.025	164	6.560	6.870
6.701	0.050	165	6.600	6.895
6.751	0.025	166	6.640	6.945
6.776	0.050	167	6.680	6.970
6.826	0.050	168	6.720	7.020
6.876	0.025	169	6.760	7.070
6.901	0.050	170	6.800	7.095
6.951	0.025	171	6.840	7.248
6.976	0.050	172	6.880	7.273
7.026	0.050	173	6.920	7.323
7.076	0.025	174	6.960	7.373
7.101	0.050	175	7.000	7.398
7.151	0.025	176	7.040	7.448
7.176	0.050	177	7.080	7.473
7.226	0.050	178	7.120	7.523
7.276	0.025	179	7.160	7.501
7.301	0.050	180	7.200	7.526
7.351	0.025	181	7.240	7.576
7.376	0.050	182	7.280	7.601
7.426	0.050	183	7.320	7.651
7.476	0.025	184	7.360	7.701
7.501	0.050	185	7.400	7.726
7.551	0.025	186	7.440	7.776
7.576	0.050	187	7.480	7.809
7.626	0.050	188	7.520	7.859
7.676	0.025	189	7.560	7.909
7.701	0.050	190	7.600	7.934
7.751	0.025	191	7.640	7.984
7.776	0.050	192	7.680	8.009
7.826	0.050	193	7.720	8.059
7.876	0.025	194	7.760	8.109
7.901	0.050	195	7.800	8.095
7.951	0.025	196	7.840	8.145
7.976	0.050	197	7.880	8.170
8.026	0.050	198	7.920	8.220
8.076	0.025	199	7.960	8.270
8.101	0.050	200	8.000	8.295
8.152	0.025	201	8.040	8.345
8.177	0.050	202	8.080	8.370
8.226	0.050	203	8.120	8.420
8.277	0.025	204	8.160	8.470
8.302	0.050	205	8.200	8.495
8.351	0.025	206	8.240	8.545
8.377	0.050	207	8.280	8.570
8.427	0.050	208	8.320	8.620
8.476	0.025	209	8.360	8.670
8.502	0.050	210	8.400	8.695
8.552	0.025	211	8.440	8.768
8.577	0.050	212	8.480	8.793
8.627	0.050	213	8.520	8.843
8.677	0.025	214	8.560	8.893
8.702	0.050	215	8.600	8.918
8.752	0.025	216	8.640	8.968
8.777	0.050	217	8.680	8.993
8.827	0.050	218	8.720	9.061
8.877	0.025	219	8.760	9.111
8.902	0.050	220	8.800	9.136
8.952	0.025	221	8.840	9.186
8.977	0.050	222	8.880	9.211
9.027	0.050	223	8.920	9.261
9.077	0.025	224	8.960	9.311
9.102	0.050	225	9.000	9.336
9.152	0.025	226	9.040	9.386
9.177	0.050	227	9.080	9.411
9.227	0.050	228	9.120	9.461
9.277	0.025	229	9.160	9.511
9.302	0.050	230	9.200	9.536
9.352	0.025	231	9.240	9.586
9.377	0.050	232	9.280	9.611
9.427	0.050	233	9.320	9.661
9.477	0.025	234	9.360	9.670
9.502	0.050	235	9.400	9.695
9.552	0.025	236	9.440	9.745
9.577	0.050	237	9.480	9.770
9.627	0.050	238	9.520	9.820
9.677	0.025	239	9.560	9.870
9.702	0.050	240	9.600	9.895
9.752	0.025	241	9.640	9.945
9.777	0.050	242	9.680	9.970
9.827	0.050	243	9.720	10.020
9.877	0.025	244	9.760	10.070
9.902	0.050	245	9.800	10.095
9.952	0.025	246	9.840	10.145
9.977	0.050	247	9.880	10.170
10.027	0.050	248	9.920	10.220
10.077	0.025	249	9.960	10.253
10.102	0.050	250	10.000	10.278
10.152	0.025	251	10.040	10.328
10.177	0.050	252	10.080	10.353
10.227	0.050	253	10.120	10.403
10.277	0.025	254	10.160	10.453
10.302	0.050	255	10.200	10.478
10.352	0.025	256	10.240	10.528
10.377	0.050	257	10.280	10.562
10.427	0.050	258	10.320	10.611
10.477	0.025	259	10.360	10.661
10.502	0.050	260	10.400	10.687
10.552	0.025	261	10.440	10.737
10.577	0.050	262	10.480	10.762
10.627	0.050	263	10.520	10.812
