onset	duration	lh_orientation	rh_orientation
0.1347	3.000	45	90
8.2321	3.000	none	90
16.1959	3.000	135	135
24.1934	3.000	0	135
32.2735	3.000	0	none
40.1541	3.000	90	0
48.1520	3.000	0	45
56.1659	3.000	135	0
64.2795	3.000	135	none
72.1265	3.000	90	45
80.1752	3.000	135	135
88.2546	3.000	none	135
96.1530	3.000	0	45
104.1167	3.000	90	45
112.2306	3.000	90	none
120.1771	3.000	0	90
128.1746	3.000	135	135
136.2551	3.000	135	none
144.1692	3.000	135	90
152.1501	3.000	45	0
160.2633	3.000	none	0
168.1611	3.000	45	0
176.1418	3.000	45	45
184.2219	3.000	45	none
192.1362	3.000	90	90
200.1506	3.000	45	135
208.2147	3.000	45	none
216.1620	3.000	90	0
224.1755	3.000	0	90
232.2555	3.000	0	none
